EmotionType,Emotion,Character,Title,Kaomoji
positive,happy,human,Prayer Hands,(º̩̩́⌣º̩̩̀ʃƪ)
positive,happy,human,Prayer Hands,(ʃƪ・∀・)
positive,happy,human,Prayer Hands,(＾ω＾ʃƪ)
positive,happy,human,Prayer Hands,(ʃƪ˘･ᴗ･˘)
positive,happy,human,Prayer Hands,(ʃƪ˘⌣˘)
positive,happy,human,Prayer Hands,(ʃƪ¬‿¬)
positive,happy,human,Prayer Hands,(＾▽＾ʃƪ)
positive,happy,human,Tongues,(∩❛ڡ❛∩)
positive,happy,human,Tongues,(っ˘ڡ˘ς)
positive,happy,human,Tongues,(⁎⁍̴ڡ⁍̴⁎)
positive,happy,human,Tongues,(≧ڡ≦*)
positive,happy,human,Tongues,(*＾ڡ＾*)
positive,happy,human,Tongues,(∩ڡ∩)
positive,happy,human,Tongues,（〜^ڡ^)〜
positive,happy,human,Tongues,o((*^ڡ^*))o
positive,happy,human,Tongues,(・ڡ・)
positive,happy,human,Tongues,(　＾ڡ＾)
positive,happy,human,Tongues,(*⌒ڡ⌒*)
positive,happy,human,Tongues,∩(︶ڡ︶)∩
positive,happy,human,Happiness Dance,〜(^∇^〜）
positive,happy,human,Happiness Dance,〜(￣▽￣〜)
positive,happy,human,Happiness Dance,。(⌒∇⌒。)
positive,happy,human,Happiness Dance,（〜^∇^)〜
positive,happy,human,Happiness Dance,(〜￣▽￣)〜
positive,happy,human,Happiness Dance,(。⌒∇⌒)。
positive,happy,human,Happiness Dance,((┌|o^▽^o|┘))♪
positive,happy,human,Happiness Dance,(~‾⌣‾)~
positive,happy,human,Happiness Dance,(~￣▽￣)~
positive,happy,human,Happiness Dance,(~˘▾˘)~
positive,happy,human,Happiness Dance,~(⁰▿⁰)~
positive,happy,human,Happiness Dance,~(‾⌣‾~)
positive,happy,human,Happiness Dance,~(˘▾˘)~
positive,happy,human,Happiness Dance,~(˘▾˘~)
positive,happy,human,Happiness Dance,┌(˘⌣˘)ʃ
positive,happy,human,Happiness Dance,ƪ(˘⌣˘)ʃ
positive,happy,human,Happiness Dance,ƪ(˘⌣˘)┐
positive,happy,human,Happiness Dance,♪((└|o^▽^o|┐))
positive,happy,human,No Cheeks,｡^‿^｡
positive,happy,human,No Cheeks,｡◕‿◕｡
positive,happy,human,No Cheeks,´･ᴗ･`
positive,happy,human,No Cheeks,^ ͜• ^
positive,happy,human,No Cheeks,~ヾ ＾∇＾
positive,happy,human,No Cheeks,≖‿≖
positive,happy,human,No Cheeks,⊙▽⊙
positive,happy,human,No Cheeks,⊙ω⊙
positive,happy,human,No Cheeks,▽・ω・▽
positive,happy,human,No Cheeks,✖‿✖
positive,happy,human,No Cheeks,❣◕ ‿ ◕❣
positive,happy,human,No Cheeks,ʘ‿ʘ
positive,happy,human,No Cheeks,ಥ‿ಥ
positive,happy,human,No Cheeks,꒪̆౪̮꒪̆
positive,happy,human,No Cheeks,*✧₊✪͡◡ू✪͡
positive,happy,human,No Cheeks,ȏ.̮ȏ
positive,happy,human,No Cheeks,✾꒡ .̮ ꒡✾
positive,happy,human,No Cheeks,∩˙▿˙∩
positive,happy,human,No Cheeks,´͈ ᵕ `͈
positive,happy,human,No Cheeks,⚈້͈͡ ·̼̮ ⚈້͈͡
positive,happy,human,No Cheeks,´͈ ᵕ `͈ ♡°◌̊
positive,happy,human,No Cheeks,ヽﾐ ´∀｀ﾐノ
positive,happy,human,No Cheeks,◉‿◉
positive,happy,human,No Cheeks,˙ ͜ʟ˙
positive,happy,human,No Cheeks,ෆ╹ .̮ ╹ෆ
positive,happy,human,No Cheeks,⍣ঠৈ ◡ુ͐ ঠৈ⍣
positive,happy,human,No Cheeks,ҽ̑ӏ͜ ҽ̑
positive,happy,human,No Cheeks,☁മ◡മ☁
positive,happy,human,No Cheeks,꒡ꆚ꒡
positive,happy,human,No Cheeks,أ‿أ
positive,happy,human,No Cheeks,ರ ౪̮ ರ
positive,happy,human,No Cheeks,乂⍲‿⍲乂
positive,happy,human,No Cheeks,˙ᘧ ͜ ˙
positive,happy,human,No Cheeks,❝᷀ົ৺❝᷀ົ
positive,happy,human,No Cheeks,ɷ◡ɷ
positive,happy,human,No Cheeks,⋆•̵̑◡͐•̵̑⋆
positive,happy,human,No Cheeks,⋆′◡ु͐‵⋆
positive,happy,human,No Cheeks,⁙ὸ‿ό⁙
positive,happy,human,No Cheeks,ᴑ͝ᴗᴑ͝
positive,happy,human,No Cheeks,〤◕‿◕〤
positive,happy,human,No Cheeks,⋆ᘟ◡ुᘟ⋆
positive,happy,human,No Cheeks,⚆ꆚ⚆
positive,happy,human,No Cheeks,◙‿◙
positive,happy,human,No Cheeks,Ü
positive,happy,human,No Cheeks,❀◕ ‿ ◕❀
positive,happy,human,No Cheeks,<【☯】‿【☯】>
positive,happy,human,No Cheeks,◉⃝ ˙̫̮ ◉⃝
positive,happy,human,No Cheeks,⁞ ᵕ ‿ ᵕ ⁞
positive,happy,human,No Cheeks,米＾－＾米
positive,happy,human,No Cheeks,റ്ധ ੭͜ റ്ധ
positive,happy,human,No Cheeks,⑅❛ั◡❛ั⑅
positive,happy,human,Complex Emoticons,(/•ิ_•ิ)/
positive,happy,human,Complex Emoticons,(•ิ_•ิ)
positive,happy,human,Complex Emoticons,(ી(΄◞ิ౪◟ิ‵)ʃ)♥
positive,happy,human,Complex Emoticons,(⁎⚈᷀᷁ᴗ⚈᷀᷁⁎)
positive,happy,human,Complex Emoticons,♝ཻ༨͜♝ཻ)✩⃛
positive,happy,human,Complex Emoticons,(•ؔʶ̷ ˡ̲̮ ؔʶ̷)✧
positive,happy,human,Complex Emoticons,*⃝̣◌◦°ᴑ̴̶̷̤◡ुᴑ̴̶̷̤ˋॢ°◦*⃝̣
positive,happy,human,Complex Emoticons,(ؔ♝ཻ༨͜♝ཻ)✩⃛
positive,happy,human,Complex Emoticons,⋆.*⃝̥◌ॱ꒰*ॢ˘̴͈́꒵˘̴͈̀*ॢ꒱ॱ◌̥*⃝̣ ⋆
positive,happy,human,Complex Emoticons,(´^ิ益^ิ｀ )
positive,happy,human,Complex Emoticons,˚ஐ₊✧(ؔ❝͋ ⍢ ؔ❝͋ೢ⁎)⁺˳ஐ༚
positive,happy,human,Complex Emoticons,(≖ิ(‿)≖ิ)
positive,happy,human,Complex Emoticons,˚ஐ₊✧(❝᷀ੌ ˙̮ ❝᷀ੌॢ●)⁺˳ஐ༚
positive,happy,human,Complex Emoticons,(◕ฺ‿◕ฺ✿ฺ)
positive,happy,human,Happy Emotions with Words,꒰๑˃͈꒵˂͈๑꒱୭̥*ﾞ̥♡⃛ Ɛn꒻öႸ
positive,happy,human,Happy Emotions with Words,ॱ॰⋆(˶ॢ‾᷄﹃‾᷅˵ॢ)ӵᵘᵐᵐᵞ♡♡♡
positive,happy,human,Happy Emotions with Words,(ˀ̢⋅⃘‧̮⋅⃘ˁ̡ી˂ᵒ͜͡ᵏᵎ⁾
positive,happy,human,Happy Emotions with Words,( ´͈ ॢꇴ  `͈)੭ु⁾⁾·°˖ᔆᵘᵗᵉᵏⁱ✧˖°
positive,happy,human,Happy Emotions with Words,Ⓗⓐⓟⓟⓨ❤ヾ(◍’౪`◍)ﾉﾞ
positive,happy,human,Happy Emotions with Words,(^▽^)/ ʸᵉᔆᵎ
positive,happy,human,Happy Emotions with Words,✧*.◟(ˊᗨˋ)◞.*✧ᗯ੨~ɪ̊♪ْ˖⋆
positive,happy,human,Happy Emotions with Words,(•ᵕᴗᵕ•)⁾⁾ᵖᵉᵏᵒ
positive,happy,human,Happy Emotions with Words,ପ(๑•̀ुᴗ•̀ु)* ॣ৳৸ᵃᵑᵏ Ꮍ৹੫ᵎ *ॣ
positive,happy,human,Happy Emotions with Words,｟❛◡❛ॣॣ｠*.･｡╟╢ᎯƤƤᎽ*.･｡
positive,happy,human,Giant Emoticons,▒▒▓█▇▅▂∩( ✧Д✧)∩▂▅▇█▓▒▒
positive,happy,human,Giant Emoticons,☆⌒Y⌒Y⌒Y⌒Y⌒ヾ(●´Ｕ｀●)ﾉ
positive,happy,human,Giant Emoticons,☆*･゜ﾟ･*(^O^)/*･゜ﾟ･*☆
positive,happy,human,Giant Emoticons,☆*✲ﾟ*｡(((´♡‿♡`+)))｡*ﾟ✲*☆
positive,happy,human,Giant Emoticons,✿♬ﾟ+.(｡◡‿◡)♪.+ﾟ♬✿。
positive,happy,human,Giant Emoticons,“:♡.•♬✧⁽⁽ଘ( ˊᵕˋ )ଓ⁾⁾*+:•*∴
positive,happy,human,Giant Emoticons,☆ﾟ･*:｡.:(ﾟ∀ﾟ)ﾟ･*:..:☆
positive,happy,human,Giant Emoticons,( ❀⃙⃕⃠⃝⃘⃚౪❀⃙⃕⃠⃝⃘⃚ )
positive,happy,human,Giant Emoticons,o͡͡͡͡͡͡͡͡͡͡͡͡͡͡╮(｡❛ᴗ❛｡)╭o͡͡͡͡͡͡͡͡͡͡͡͡͡͡
positive,love,human,Love Eyes,(●♡∀♡)
positive,love,human,Love Eyes,(｡♥‿♥｡)
positive,love,human,Love Eyes,(♥ω♥ ) ~♪
positive,love,human,Love Eyes,(♥ω♥*)
positive,love,human,Love Eyes,(✿ ♥‿♥)
positive,love,human,Love Eyes,✿♥‿♥✿
positive,love,human,Love Eyes,乂❤‿❤乂
positive,love,human,Love Eyes,٩(♡ε♡ )۶
positive,love,human,Love Eyes,ლζ*♡ε♡*ζლ
positive,love,human,Love Eyes,⊂（♡⌂♡）⊃
positive,love,human,Love Eyes,(๑♡3♡๑)
positive,love,human,Love Eyes,(๑♡⌓♡๑)
positive,love,human,Love Eyes,♱♡‿♡♰
positive,love,human,Love Eyes,⊆♥_㇁♥⊇
positive,love,human,Love Eyes,(●♡∀♡))ヾ☆*。
positive,love,human,Love Eyes,໒( ♥ ◡ ♥ )७
positive,love,human,Love Eyes,༼♥ل͜♥༽
positive,love,human,Love Eyes,(灬♥ω♥灬)
positive,love,human,Left Love,(‘∀’●)♡
positive,love,human,Left Love,(´∀｀)♡
positive,love,human,Left Love,（*´▽｀*）
positive,love,human,Left Love,（´・｀ ）♡
positive,love,human,Left Love,（´ω｀♡%）
positive,love,human,Left Love,♥(ˆ⌣ˆԅ)
positive,love,human,Left Love,꒰˘̩̩̩⌣˘̩̩̩๑꒱♡
positive,love,human,Left Love,ლ(́◉◞౪◟◉‵ლ)
positive,love,human,Left Love,⸌̷̻( ᷇ॢ〰ॢ ᷆◍)⸌̷̻♡⃛
positive,love,human,Left Love,₍՞◌′ᵕ‵ू◌₎♡
positive,love,human,Left Love,♡ฅ(ᐤˊ꒳ฅˋᐤ♪)
positive,love,human,Left Love,ʚ♡⃛ɞ(ू•ᴗ•ू❁)
positive,love,human,Left Love,❣⃛(❛ั◡˜๑)
positive,love,human,Left Love,( ˭̵̵̵̵͈́◡ु͂˭̵̵̵͈̀ )ˉ̞̭♡
positive,love,human,Left Love,♡(ŐωŐ人)
positive,love,human,Left Love,❤⃛ヾ(๑❛ ▿ ◠๑ )
positive,love,human,Left Love,（*’∀’人）♥
positive,love,human,Left Love,(°◡°♡).:｡
positive,love,human,Left Love,ʸ(➜◡ु⚈᷉)♡⃛
positive,love,human,Left Love,ˉ̞̭(′͈∨‵͈♡)˄̻ ̊
positive,love,human,Left Love,◟(◔ั₀◔ั )◞ ༘♡
positive,love,human,Left Love,φ(ﾟ ωﾟ//）♡
positive,love,human,Left Love,ʸ(ᴖ́◡ु⚈᷉)♡⃛
positive,love,human,Left Love,ꉂ (′̤ॢ∀ ू‵̤๑))ˉ̞̭♡
positive,love,human,Left Love,♡♡+.ﾟ(￫ε￩*)ﾟ+.ﾟ
positive,love,human,Left Love,꒰✪ૢꇵ✪ૢ꒱ෆ⃛
positive,love,human,Right Love,(●´□`)♡
positive,love,human,Right Love,(｡･ω･｡)ﾉ♡
positive,love,human,Right Love,(｡’▽’｡)♡
positive,love,human,Right Love,（●´∀｀）ノ♡
positive,love,human,Right Love,₍₍ ( ๑॔˃̶◡ ˂̶๑॓)◞♡
positive,love,human,Right Love,(๑・ω-)～♥”
positive,love,human,Right Love,(๑°꒵°๑)･*♡
positive,love,human,Right Love,～(^з^)-♡
positive,love,human,Right Love,(๑ˊ͈ ॢꇴ ˋ͈)〜♡॰ॱ
positive,love,human,Right Love,(ෆ ͒•∘̬• ͒)◞
positive,love,human,Right Love,♡(㋭ ਊ ㋲)♡
positive,love,human,Right Love,( •ॢ◡-ॢ)-♡
positive,love,human,Right Love,(●’ᴗ’σ)σணღ*
positive,love,human,Right Love,(♡´͈༝`͈)ฅ˒˒
positive,love,human,Right Love,(•‾⌣‾•)و ̑̑♡
positive,love,human,Right Love,( ෆຶдෆຶ)
positive,love,human,Right Love,(⁎⁍̴̛͂▿⁍̴̛͂⁎)*✲ﾟ*｡⋆♡ོ
positive,love,human,Right Love,(*´o`*)ʖˋʖˋʖˋ～♡
positive,love,human,Right Love,ღゝ◡╹)ノ♡
positive,love,human,Right Love,⌓⌓⌕(˃̴◡ुؔ՞ઁ)♡⃛
positive,love,human,Right Love,♡✧( ु•⌄• )
positive,love,human,Right Love,(∗ᵒ̶̶̷̀ω˂̶́∗)੭₎₎̊₊♡
positive,love,human,Right Love,(●මᴗමσ)σணღ*
positive,love,human,Right Love,(๑╹ڡ╹)╭ ～ ♡
positive,love,human,Right Love,(๑ Ỡ ◡͐ Ỡ๑)ﾉ♡
positive,love,human,Right Love,(♡ ὅ ◡ ὅ )ʃ♡
positive,love,human,Right Love,⁽⁽ପ( •ु﹃ •ु)​.⑅*♡
positive,love,human,Right Love,꒰ ︠ु௰•꒱ु♡
positive,love,human,Right Love,(⁎⁍̴̀﹃ ⁍̴́⁎)♡
positive,love,human,Right Love,(๑ゝᴗම๑) ৷ਕკ~ෆ
positive,love,human,Right Love,(⋈◍＞◡＜◍)。✧♡
positive,love,human,Right Love,ε=(｡♡ˇд ˇ♡｡）
positive,love,human,Forward Love,(◍•ᴗ•◍)❤
positive,love,human,Forward Love,(∩˃o˂∩)♡
positive,love,human,Forward Love,♡(.◜ω◝.)♡
positive,love,human,Forward Love,♡〜٩(^▿^)۶〜♡
positive,love,human,Forward Love,♡´･ᴗ･`♡
positive,love,human,Forward Love,♡＾▽＾♡
positive,love,human,Forward Love,♥(✿ฺ´∀`✿ฺ)ﾉ
positive,love,human,Forward Love,♥╣[-_-]╠♥
positive,love,human,Forward Love,♡ლ(-༗‿༗-)ლ♡
positive,love,human,Forward Love,(｡・‧̫・｡).*＊♡
positive,love,human,Forward Love,(◍•ڡ•◍)❤
positive,love,human,Forward Love,-ω(´•ω•｀)♡
positive,love,human,Forward Love,(ෆˊ͈ ु꒳ ूˋ͈ෆ)
positive,love,human,Forward Love,(♡´౪`♡)
positive,love,human,Forward Love,ෆ╹ .̮ ╹ෆ
positive,love,human,Forward Love,( ◜◒◝ )♡
positive,love,human,Forward Love,♡〜ლ(๑癶ᴗ癶๑)ლ〜♡
positive,love,human,Forward Love,(♡´❍`♡)*✧ ✰ ｡*
positive,love,human,Forward Love,(´∩｡• ᵕ •｡∩`) ♡
positive,love,human,Forward Love,( ˊᵕˋ )♡.°⑅
positive,love,human,Forward Love,(♡ >ω< ♡)
positive,love,human,Forward Love,( ๑ ❛ ڡ ❛ ๑ )❤
positive,love,human,Forward Love,（♥￫ｏ￩♥）
positive,love,human,Forward Love,(◍•ᴗ•◍)♡ ✧*。
positive,love,human,Shy Love,（〃・ω・〃）
positive,love,human,Shy Love,(*°∀°)=3
positive,love,human,Shy Love,♥（ﾉ´∀`）
positive,love,human,Shy Love,(♡´艸`)
positive,love,human,Shy Love,"(´,,•ω•,,)♡"
positive,love,human,Shy Love,❤\(⸝⸝⸝°⁻̫° ⸝⸝⸝)
positive,love,human,Shy Love,❣╰(⸝⸝⸝´꒳`⸝⸝⸝)╯❣
positive,love,human,Shy Love,(⸝⸝⍢⸝⸝) ෆ
positive,love,human,Shy Love,(⺣◡⺣)♡*
positive,love,human,Shy Love,(๑´ლ`๑)ﾌﾌ♡
positive,love,human,Shy Love,( ̧⸝⸝⍢⸝⸝)ི Շᐱෆ
positive,love,human,Shy Love,( ⌯◞◟⌯)♡
positive,love,human,Shy Love,♡(｡￫ˇ艸￩)
positive,love,human,Shy Love,(灬ºωº灬)♡
positive,love,human,Excited Love,꒰⁎˃ ॢꇴ ॢ˂⁎꒱➴ෆ⃛
positive,love,human,Excited Love,ヽ(o♡o)/
positive,love,human,Excited Love,♡✧。 (⋈◍＞◡＜◍)。✧♡
positive,love,human,Excited Love,٩(ó｡ò۶ ♡)))♬
positive,love,human,Excited Love,٩(*❛⊰❛)ʓਡ～❤
positive,love,human,Excited Love,٩(๑ơలơ)۶♡
positive,love,human,Excited Love,(੭ु ›ω‹ )੭ु⁾⁾♡
positive,love,human,Excited Love,٩(๑∂▿∂๑)۶♡
positive,love,human,Excited Love,\(-ㅂ-)/ ♥ ♥ ♥
positive,love,human,Excited Love,ヾ(◍’౪`◍)ﾉﾞ♡
positive,love,human,Excited Love,ヽ(愛´∀｀愛)ノ
positive,love,human,Excited Love,♡٩(๑ö⊿ö๑)۶♡
positive,love,human,Excited Love,٩(*ゝڡ◕๑)۶♥
positive,love,human,Excited Love,♡〜٩( ╹▿╹ )۶〜♡
positive,love,human,Excited Love,╰(✿´⌣`✿)╯♡
positive,love,human,Thinking About Love,(´ ▽｀).。ｏ♡
positive,love,human,Thinking About Love,( ´͈ ॢꇴ `͈ॢ)･*♡
positive,love,human,Thinking About Love,(/∇＼*)｡o○♡
positive,love,human,Thinking About Love,(´▽`ʃƪ)♡
positive,love,human,Thinking About Love,(◞ꈍ∇ꈍ)◞⋆**✚⃞
positive,love,human,Thinking About Love,(ღ˘⌣˘ღ)
positive,love,human,Thinking About Love,（人´∀`*）
positive,love,human,Thinking About Love,♡o｡.(✿ฺ｡ ✿ฺ)
positive,love,human,Thinking About Love,♡o｡(๑๏‿ฺ๏๑)｡o♡
positive,love,human,Thinking About Love,♥～(‘▽^人)
positive,love,human,Thinking About Love,꒰♡ˊ͈ ु꒳ ूˋ͈꒱.⑅*♡
positive,love,human,Thinking About Love,*ଯ( ॢᵕ꒶̮ᵕ)ॢഒ*♡
positive,love,human,Thinking About Love,꒰⑅ᵕ༚ᵕ꒱˖♡
positive,love,human,Thinking About Love,♡˖꒰ᵕ༚ᵕ⑅꒱
positive,love,human,Thinking About Love,( ᵒ̴̶̷̤̀ुωᵒ̴̶̷̤́ू )❤”
positive,love,human,Thinking About Love,(❃•̤ॢᗜ•̤ॢ)✲*｡♡
positive,love,human,Thinking About Love,(๑॔˃̶ॢ◟◞ ˂̶ॢ๑॓)♡
positive,love,human,Thinking About Love,(‾̴̴͡͡▿•‾̴̴͡͡ʃƪ)
positive,love,human,Thinking About Love,( ´͈ ૢᐜ `͈ૢ)･*♡੭ੇ৸♡੭ੇ৸♡
positive,love,human,Thinking About Love,꒰◍•̤ु௰•̤ु꒱* ∗◌+*♡
positive,love,human,Thinking About Love,˚‧*♡ॢ˃̶̤̀◡˂̶̤́♡ॢ*‧˚
positive,love,human,Thinking About Love,´͈ ᵕ `͈ ♡°◌̊
positive,love,human,Thinking About Love,(*´ ˘ `*).｡oO ( ♡ )
positive,love,human,Thinking About Love,(人 •͈ᴗ•͈)
positive,love,human,Thinking About Love,(*˘︶˘*).｡.:*♡
positive,love,human,Thinking About Love,(*ˊૢᵕˋૢ*)
positive,love,human,Thinking About Love,❤⃛῍̻̩✧(´͈ ૢᐜ `͈ૢ)
positive,love,human,Thinking About Love,❤︎⁄⁄꒰* ॢꈍ◡ꈍ ॢ꒱.*˚‧
positive,love,human,Thinking About Love,♡( ૢ⁼̴̤̆ ꇴ ⁼̴̤̆ ૢ)~ෆ♡
positive,love,human,Thinking About Love,°₊·ˈ∗♡( ˃̶᷇ ‧̫ ˂̶᷆ )♡∗ˈ‧₊°
positive,love,human,Thinking About Love,°₊·ˈ∗♡( ˃̶᷇ ‧̫ ˂̶᷆ )♡∗ˈ‧₊°
positive,love,human,Thinking About Love,ღ˘◡˘ற♡.｡oO
positive,love,human,Thinking About Love,( ˘͈ ᵕ ˘͈♡)˚๐*˟ ♡
positive,love,human,Thinking About Love,( ∩ˇωˇ∩)♡
positive,love,human,Thinking About Love,|๑˃ ॢ‧̫˂ॢ๑ ).*˚‧♡
positive,love,human,Thinking About Love,˞♡ฅ(ᐤˊ꒳ฅˋᐤ♪)
positive,love,human,Thinking About Love,( ื▿ ืʃƪ)
positive,love,human,Thinking About Love,(o´〰`o)♡*✲ﾟ*｡
positive,love,human,Thinking About Love,(´⌣`ʃƪ)
positive,love,human,Thinking About Love,(人*´∀｀)+ﾟ:｡*ﾟ+
positive,love,human,Thinking About Love,(人´ω｀*)♡
positive,love,human,Thinking About Love,❣‧✩͓̊(ᵕ̴̤‧̮ ॣᵕ̴̤∗)ɞ₎₎☽˟
positive,love,human,Thinking About Love,(人´∀`)
positive,love,human,Thinking About Love,（人*´∀｀）
positive,love,human,Kissing Lips,ლ(´◉❥◉｀ლ)
positive,love,human,Kissing Lips,( ˘ ³˘)♥
positive,love,human,Kissing Lips,( ˘ ³˘)❤
positive,love,human,Kissing Lips,（。ˇ ⊖ˇ）♡
positive,love,human,Kissing Lips,（*＾3＾）/～♡
positive,love,human,Kissing Lips,(｡・//ε//・｡)
positive,love,human,Kissing Lips,(´ε｀ )♡
positive,love,human,Kissing Lips,(ʃƪ ˘ ³˘)
positive,love,human,Kissing Lips,(ʃƪ˘ﻬ˘)
positive,love,human,Kissing Lips,(づ￣ ³￣)づ
positive,love,human,Kissing Lips,♡(˃͈ દ ˂͈ ༶ )
positive,love,human,Kissing Lips,٩꒰ ˘ ³˘꒱۶~♡
positive,love,human,Kissing Lips,ƪ(♥ﻬ♥)ʃ
positive,love,human,Kissing Lips,ლ(|||⌒εー|||)ლ
positive,love,human,Kissing Lips,♡ლζ(♛ε♛*ζლ♡
positive,love,human,Kissing Lips,†=”Ⴛ̸ ♡(˃͈ દ ˂͈ ༶ )
positive,love,human,Kissing Lips,(⌯˘̤ ॢᵌ ू˘̤)യෆ̈
positive,love,human,Kissing Lips,(๑ơ ₃ ơ)♥
positive,love,human,Kissing Lips,ฅ(♡ơ ₃ơ)ฅ
positive,love,human,Kissing Lips,(/ ᵒ̴̵̶̷౩ᵒ̴̵̶̷ )/ ᵏᴵˢઽ ❤⃛
positive,love,human,Kissing Lips,৲( ᵒ ૩ᵕ )৴♡*৹
positive,love,human,Kissing Lips,(ˊσ̴̶̷̤ ₋̮̑ σ̴̶̷̤ˋ)₊ෆ⃛⁺˚
positive,love,human,Kissing Lips,ෆ⃛(ˇᵋ ˇෆೄ
positive,love,human,Kissing Lips,꒰♡⌯́ॢ³⌯̀ॢ꒱
positive,love,human,Kissing Lips,♪(｡◕ฺˇε ˇ◕ฺ｡）♡
positive,love,human,Kissing Lips,( *¯ ³¯*)♡
positive,love,human,Kissing Lips,❣ (●❛3❛●)
positive,love,human,Couple,( c//”-}{-*x)
positive,love,human,Couple,(｡-_-｡ )人( ｡-_-｡)
positive,love,human,Couple,(*´∀｀*人*´∀｀*)
positive,love,human,Couple,(/^-^(^ ^*)/
positive,love,human,Couple,( ⋆•ิ ᴈ-ิ(ᵕ❥ ᵕ⁎ ॢ)
positive,love,human,Couple,(・_・)❤(-_-)
positive,love,human,Couple,(* ˘⌣˘)◞[_]♥[_]ヽ(•‿• )
positive,love,human,Couple,(˘▼˘>ԅ( ˘⌣ƪ)
positive,love,human,Couple,(ˆˇˆ)-c<˘ˑ˘)
positive,love,human,Couple,(>’o’)> ♥ <(‘o'<)
positive,love,human,Couple,(>^_^)><(^o^<)
positive,love,human,Couple,(Ɔ ˘⌣˘)♥(˘⌣˘ C)
positive,love,human,Couple,(ɔˆ ³(ˆ⌣ˆc)
positive,love,human,Couple,(っ˘з(˘⌣˘ )
positive,love,human,Couple,*ଘ( ॢᵕ꒶̮ᵕ(꒡ᵋ ꒡ღ)
positive,love,human,Couple,♡(*´･ω･)(･ω･`*)♡
positive,love,human,Couple,♡(*´∀｀*)人(*´∀｀*)♡
positive,love,human,Couple,♡｡ﾟ.(*♡´‿` 人´‿` ♡*)ﾟ♡ °・
positive,love,human,Couple,♡꒰*･ω･人･ω･*꒱♡
positive,love,human,Couple,웃+웃=❤
positive,love,human,Couple,*ଘ( ॢᵕ꒶̮ᵕ(꒡ᵋ ꒡ღ)zZ‥
positive,love,human,Couple,◟( ˊ̱˂˃ˋ̱ )◞♡⃛◟( ˊ̱˂˃ˋ̱ )◞
positive,love,human,Couple,❄∘⁖⁎⋆ᶿ̴̤᷇ ˒̫ ᶿ̴̤᷆⋆ᶿ̤᷇ ˓̫ ᶿ̤᷆⋆✶⁎∘❄
positive,love,human,Couple,♡´͈ॢ ᵌˋ͈ॢꉧ´͈ॢᵋ ˋ͈ॢ♡
positive,love,human,Couple,(ෆ❛ั ु▿❛ั੯ू❛ัू ໒꒱⁼³₌₃
positive,love,human,Couple,♡⑅⃝◌꒰ ˘̤ з꒰ ˃̶̤⌄˂̶̤ ` ू꒱◌⑅⃝♡
positive,love,human,Couple,(ღ˘⌣˘)❛ั◡❛ัღ)
positive,love,human,Couple,( ๑ ᴖ ᴈ ᴖ)ᴖ ᴑ ᴖ๑)❣
positive,love,human,Couple,✧˖°*॰ॱ(♡ˊ͈ ॢ꒳ˋ͈)ु(ूˊ͈꒳ ॢˋ͈♡)ʓ৸ʓ৸♪
positive,love,human,Couple,(*• ुᴗ•ධ̢•͈ꄃ̑•͈ ධ̡੭ु⁾⁾·°♡
positive,love,human,Couple,✩⃛*ෆʃᵕ ॢᴗ ॢᵕ)꒡◡꒡*ƪෆ*✩⃛
positive,love,human,Couple,(۶•౪•)۶❤٩(•౪•٩)
positive,love,human,Couple,(♥Ő‿Ő)爻(Ő‿Ő♥)
positive,love,human,Couple,└(┐ﾞ’ωﾞ’ωﾞ`┘)┌
positive,love,human,Couple,( ˘ω˘ )☞♡☜( ˘ω˘ )
positive,love,human,Couple,꒰๑⃙⃘ϱ॔꒳˘͈( ˘͈꒳˘͈๑⃙⃘꒱♡
positive,love,human,Couple,(ღ꒡ ᵌ꒡)⋆﹡♡⃛*⁎⋆(꒡ᵋ ꒡ღ)
positive,love,human,Couple,♫(♡◖ฺ◡ฺ◗ฺ)♡(ฺ◖ฺ◡ฺ◗ฺ♡)♫
positive,love,human,Couple,ღˇ◡ˇ(ᵕ꒶̮ᵕෆ
positive,love,human,Couple,｡ﾟ.(*♡´◡` 人´◡` ♡*)ﾟ °・
positive,love,human,Couple,(☞⁍ૈ৹॒̮⁍ૈ)☞♡⃛☜(⁌ૈ⍜̮⁌ૈ☜)
positive,love,human,Couple,♡˖(⁎ᐙॢ*)ॢ(*ॢᐕॢ⁎)♡॰ॱ
positive,love,human,Couple,ღƪ(ˆ◡ˆ)ʃ♡ƪ(ˆ◡ˆ)ʃ♪
positive,love,human,Couple,( ´∀`)σ)∀`*)♡”
positive,love,human,Couple,(۶•౪•)۶♡٩(•౪•٩)
positive,love,human,Couple,⁽ ¨̮⁾⁽¨̮ ⁾*˚‧♡
positive,love,human,Couple,(☞⁍ૈ৹॒̮⁍ૈ)☞♡⃛☜(⁌ૈ৹॒̮⁌ૈ☜)
positive,love,human,Couple,(◦˘ З(◦’ںˉ◦)♡
positive,love,human,Couple,(♧◑ω◑)☞♡☜(◐ω◐♧)
positive,love,human,Couple,(｡••｡)⸝ෆ⃛⸜(｡••｡)
positive,love,human,Couple,(ෆ❛ั ु³❛ัʕ•̫͡•ིʔྀ*✲ﾟ*｡⋆❤⃛ೄ
positive,love,human,Couple,( ᵕ̤ɜ)ᵕ̤ૢᴗᵕ̤ૢ )
